Date,Open,High,Low,Close,Volume,OpenInt,Company
2023-02-23,33175.390625,33272.3984375,32795.671875,33153.91015625,288120000,0,^DJI
2023-02-24,32999.19140625,32999.19140625,32643.48046875,32816.921875,277120000,0,^DJI
2023-02-27,32906.16015625,33189.28125,32814.1796875,32889.08984375,243660000,0,^DJI
2023-02-28,32873.46875,32873.46875,32636.4296875,32656.69921875,303760000,0,^DJI
2023-03-01,32656.369140625,32746.150390625,32500.7109375,32661.83984375,292810000,0,^DJI
2023-03-02,32780.96875,33083.44921875,32665.849609375,33003.5703125,317450000,0,^DJI
2023-03-03,33076.328125,33405.8203125,33008.41015625,33390.96875,300050000,0,^DJI
2023-03-06,33425.3203125,33572.21875,33383.46875,33431.44140625,329190000,0,^DJI
2023-03-07,33428.30859375,33453.25,32838.2109375,32856.4609375,299400000,0,^DJI
2023-03-08,32872.078125,32903.44140625,32612.69921875,32798.3984375,242750000,0,^DJI
2023-03-09,32876.828125,32990.4609375,32190.599609375,32254.859375,315860000,0,^DJI
2023-03-10,32185.140625,32422.099609375,31783.41015625,31909.640625,397790000,0,^DJI
2023-03-13,31819.9296875,32240.349609375,31624.869140625,31819.140625,429090000,0,^DJI
2023-03-14,32055.2890625,32306.58984375,31805.400390625,32155.400390625,391760000,0,^DJI
2023-03-15,31759.869140625,31906.470703125,31429.8203125,31874.5703125,420910000,0,^DJI
2023-03-16,31827.650390625,32281.609375,31571.4609375,32246.55078125,440940000,0,^DJI
2023-03-17,32217.3203125,32217.3203125,31728.69921875,31861.98046875,712100000,0,^DJI
2023-03-20,31872.330078125,32280.0703125,31872.330078125,32244.580078125,357210000,0,^DJI
2023-03-21,32420.7109375,32593.6796875,32346.119140625,32560.599609375,363190000,0,^DJI
2023-03-22,32570.189453125,32761.890625,32020.4609375,32030.109375,325990000,0,^DJI
2023-03-23,32101.490234375,32511.490234375,31864.740234375,32105.25,335430000,0,^DJI
2023-03-24,32038.220703125,32257.240234375,31805.1796875,32237.529296875,317070000,0,^DJI
2023-03-27,32276.720703125,32564.0,32276.720703125,32432.080078125,291560000,0,^DJI
2023-03-28,32434.849609375,32551.009765625,32295.5,32394.25,248560000,0,^DJI
2023-03-29,32566.5390625,32728.0390625,32539.939453125,32717.599609375,314110000,0,^DJI
2023-03-30,32807.4296875,32905.80078125,32682.869140625,32859.03125,283380000,0,^DJI
2023-03-31,32901.9609375,33291.0,32901.9609375,33274.1484375,353740000,0,^DJI
2023-04-03,33245.78125,33632.8984375,33245.78125,33601.1484375,311890000,0,^DJI
2023-04-04,33594.7890625,33634.71875,33275.62109375,33402.37890625,283360000,0,^DJI
2023-04-05,33394.6015625,33543.83984375,33376.26953125,33482.71875,286660000,0,^DJI
2023-04-06,33420.9609375,33525.9609375,33325.37109375,33485.2890625,258680000,0,^DJI
2023-04-10,33425.25,33590.23828125,33343.4296875,33586.51953125,232920000,0,^DJI
2023-04-11,33586.75,33781.2890625,33586.75,33684.7890625,241430000,0,^DJI
2023-04-12,33764.2109375,33895.4296875,33593.3203125,33646.5,260300000,0,^DJI
2023-04-13,33668.96875,34054.98828125,33605.171875,34029.69140625,277230000,0,^DJI
2023-04-14,33981.7109375,34082.94140625,33730.8515625,33886.46875,276720000,0,^DJI
2023-04-17,33930.4609375,33991.23046875,33796.91015625,33987.1796875,234530000,0,^DJI
2023-04-18,33965.16015625,34018.62109375,33791.890625,33976.62890625,253570000,0,^DJI
2023-04-19,33889.828125,33957.98046875,33814.6484375,33897.01171875,251490000,0,^DJI
2023-04-20,33740.6015625,33875.390625,33677.73828125,33786.62109375,307910000,0,^DJI
2023-04-21,33793.6015625,33858.828125,33688.5703125,33808.9609375,291080000,0,^DJI
2023-04-24,33805.0390625,33891.1484375,33726.08984375,33875.3984375,252020000,0,^DJI
2023-04-25,33828.33984375,33875.48828125,33525.390625,33530.828125,297880000,0,^DJI
2023-04-26,33596.33984375,33645.828125,33235.8515625,33301.87109375,321170000,0,^DJI
2023-04-27,33381.66015625,33859.75,33374.6484375,33826.16015625,343240000,0,^DJI
2023-04-28,33797.4296875,34104.55859375,33728.3984375,34098.16015625,354310000,0,^DJI
2023-05-01,34116.80859375,34257.828125,34030.140625,34051.69921875,244190000,0,^DJI
2023-05-02,34017.62109375,34017.75,33436.66015625,33684.53125,274460000,0,^DJI
2023-05-03,33726.640625,33811.83984375,33396.05078125,33414.23828125,286900000,0,^DJI
2023-05-04,33347.78125,33354.859375,32937.5,33127.73828125,305160000,0,^DJI
2023-05-05,33248.55078125,33748.4296875,33248.55078125,33674.37890625,316350000,0,^DJI
2023-05-08,33715.1484375,33747.48828125,33509.23046875,33618.69140625,225680000,0,^DJI
2023-05-09,33589.8515625,33656.3984375,33509.71875,33561.80859375,232940000,0,^DJI
2023-05-10,33707.19921875,33772.08984375,33239.44921875,33531.328125,271180000,0,^DJI
2023-05-11,33383.890625,33389.87890625,33127.69921875,33309.51171875,298000000,0,^DJI
2023-05-12,33370.578125,33406.3984375,33110.609375,33300.62109375,227570000,0,^DJI
2023-05-15,33321.2109375,33400.30078125,33161.9296875,33348.6015625,224020000,0,^DJI
2023-05-16,33275.37109375,33290.8515625,33006.19140625,33012.140625,246680000,0,^DJI
2023-05-17,33092.48046875,33472.37890625,33050.41015625,33420.76953125,307130000,0,^DJI
2023-05-18,33374.55859375,33579.91015625,33212.08984375,33535.91015625,333070000,0,^DJI
2023-05-19,33582.94921875,33652.8984375,33336.66015625,33426.62890625,315210000,0,^DJI
2023-05-22,33408.5390625,33512.30078125,33207.8515625,33286.578125,268900000,0,^DJI
2023-05-23,33190.6015625,33310.171875,33013.2890625,33055.51171875,291550000,0,^DJI
2023-05-24,33021.76171875,33031.75,32752.439453125,32799.921875,246180000,0,^DJI
2023-05-25,32854.26171875,32870.4296875,32586.560546875,32764.650390625,364670000,0,^DJI
2023-05-26,32795.5,33162.05859375,32795.5,33093.33984375,330290000,0,^DJI
2023-05-30,33103.6484375,33132.69921875,32893.96875,33042.78125,322700000,0,^DJI
2023-05-31,32948.7109375,32984.828125,32739.73046875,32908.26953125,689990000,0,^DJI
2023-06-01,32929.8515625,33167.75,32704.509765625,33061.5703125,349460000,0,^DJI
2023-06-02,33187.578125,33805.0,33187.578125,33762.76171875,383590000,0,^DJI
2023-06-05,33771.12890625,33804.21875,33552.7890625,33562.859375,367170000,0,^DJI
2023-06-06,33547.671875,33631.25,33399.69140625,33573.28125,294070000,0,^DJI
2023-06-07,33562.46875,33708.78125,33546.109375,33665.01953125,347400000,0,^DJI
2023-06-08,33656.98046875,33873.80859375,33630.0390625,33833.609375,269160000,0,^DJI
2023-06-09,33852.44140625,33975.3203125,33787.16015625,33876.78125,262310000,0,^DJI
2023-06-12,33906.80078125,34077.83984375,33878.4609375,34066.328125,308130000,0,^DJI
2023-06-13,34111.078125,34310.28125,34107.98046875,34212.12109375,308790000,0,^DJI
2023-06-14,34044.69921875,34151.421875,33783.55078125,33979.328125,354910000,0,^DJI
2023-06-15,33945.98046875,34488.98046875,33945.98046875,34408.05859375,361400000,0,^DJI
2023-06-16,34464.01953125,34588.6796875,34285.69140625,34299.12109375,595230000,0,^DJI
2023-06-20,34206.66015625,34206.66015625,33915.9296875,34053.87109375,334810000,0,^DJI
2023-06-21,33990.55859375,34097.9296875,33876.171875,33951.51953125,323690000,0,^DJI
2023-06-22,33900.46875,34003.55859375,33835.390625,33946.7109375,275600000,0,^DJI
2023-06-23,33835.66015625,33835.66015625,33646.48828125,33727.4296875,379800000,0,^DJI
2023-06-26,33730.7890625,33819.48828125,33610.3203125,33714.7109375,265330000,0,^DJI
2023-06-27,33739.03125,33975.6484375,33730.390625,33926.73828125,293210000,0,^DJI
2023-06-28,33881.37890625,33903.76171875,33755.921875,33852.66015625,268050000,0,^DJI
2023-06-29,33854.5703125,34147.6796875,33828.62890625,34122.421875,279940000,0,^DJI
2023-01-03,10562.0595703125,10613.0595703125,10309.16015625,10386.98046875,4780650000,0,^IXIC
2023-01-04,10467.8203125,10515.2197265625,10337.6396484375,10458.759765625,5085380000,0,^IXIC
2023-01-05,10390.3095703125,10393.2197265625,10295.25,10305.240234375,4764270000,0,^IXIC
2023-01-06,10363.9599609375,10604.1396484375,10265.0400390625,10569.2900390625,5199780000,0,^IXIC
2023-01-09,10662.099609375,10807.259765625,10619.1201171875,10635.650390625,5132190000,0,^IXIC
2023-01-10,10607.7197265625,10743.669921875,10589.58984375,10742.6298828125,4710680000,0,^IXIC
2023-01-11,10794.990234375,10932.4404296875,10762.73046875,10931.669921875,5284390000,0,^IXIC
2023-01-12,10969.259765625,11027.75,10797.1201171875,11001.099609375,5681240000,0,^IXIC
2023-01-13,10906.3701171875,11084.009765625,10900.16015625,11079.16015625,5077990000,0,^IXIC
2023-01-17,11070.0,11145.4404296875,11024.7197265625,11095.1103515625,5138410000,0,^IXIC
2023-01-18,11170.9501953125,11223.41015625,10952.0498046875,10957.009765625,5288630000,0,^IXIC
2023-01-19,10890.400390625,10932.51953125,10804.5703125,10852.26953125,4660800000,0,^IXIC
2023-01-20,10924.66015625,11143.169921875,10885.650390625,11140.4296875,5980110000,0,^IXIC
2023-01-23,11171.9404296875,11405.5,11144.0302734375,11364.41015625,5997810000,0,^IXIC
2023-01-24,11302.9296875,11378.150390625,11282.650390625,11334.26953125,5670860000,0,^IXIC
2023-01-25,11146.5302734375,11334.2197265625,11069.1796875,11313.3603515625,5485570000,0,^IXIC
2023-01-26,11458.400390625,11516.0498046875,11341.1904296875,11512.41015625,5732890000,0,^IXIC
2023-01-27,11470.4697265625,11691.8896484375,11470.26953125,11621.7099609375,6243800000,0,^IXIC
2023-01-30,11512.33984375,11553.3095703125,11388.5400390625,11393.8095703125,5122320000,0,^IXIC
2023-01-31,11398.580078125,11586.009765625,11398.3701171875,11584.5498046875,5695150000,0,^IXIC
2023-02-01,11573.1396484375,11904.01953125,11500.330078125,11816.3203125,6336040000,0,^IXIC
2023-02-02,12065.150390625,12269.5498046875,12024.1396484375,12200.8203125,7038210000,0,^IXIC
2023-02-03,11946.8603515625,12231.3095703125,11946.8603515625,12006.9501953125,5954490000,0,^IXIC
2023-02-06,11904.41015625,11973.41015625,11843.490234375,11887.4501953125,5538350000,0,^IXIC
2023-02-07,11891.25,12150.2197265625,11836.7802734375,12113.7900390625,5720240000,0,^IXIC
2023-02-08,12069.1201171875,12096.3896484375,11890.08984375,11910.51953125,5052870000,0,^IXIC
2023-02-09,12069.099609375,12070.9599609375,11745.1103515625,11789.580078125,5536290000,0,^IXIC
2023-02-10,11714.599609375,11775.7998046875,11630.5400390625,11718.1201171875,4885030000,0,^IXIC
2023-02-13,11759.08984375,11910.919921875,11719.73046875,11891.7900390625,4752880000,0,^IXIC
2023-02-14,11808.2001953125,11999.849609375,11760.5595703125,11960.150390625,5032430000,0,^IXIC
2023-02-15,11905.1201171875,12071.2900390625,11876.8203125,12070.58984375,5056640000,0,^IXIC
2023-02-16,11896.3095703125,12040.33984375,11853.3603515625,11855.830078125,5159410000,0,^IXIC
2023-02-17,11777.5,11803.2197265625,11673.2099609375,11787.26953125,4925230000,0,^IXIC
2023-02-21,11640.3701171875,11684.1396484375,11491.1796875,11492.2998046875,5002540000,0,^IXIC
2023-02-22,11517.2001953125,11582.51953125,11445.169921875,11507.0703125,4671270000,0,^IXIC
2023-02-23,11636.9296875,11638.98046875,11432.580078125,11590.400390625,4714580000,0,^IXIC
2023-02-24,11404.1796875,11434.3603515625,11334.4697265625,11394.9404296875,4432650000,0,^IXIC
2023-02-27,11517.1904296875,11565.23046875,11444.599609375,11466.98046875,4494000000,0,^IXIC
2023-02-28,11451.0498046875,11548.23046875,11435.3896484375,11455.5400390625,5340950000,0,^IXIC
2023-03-01,11447.580078125,11479.0,11349.8701171875,11379.48046875,4927530000,0,^IXIC
2023-03-02,11273.76953125,11487.58984375,11273.6103515625,11462.98046875,5313760000,0,^IXIC
2023-03-03,11524.650390625,11699.6298828125,11514.740234375,11689.009765625,5102210000,0,^IXIC
2023-03-06,11736.8701171875,11827.919921875,11667.48046875,11675.740234375,4982880000,0,^IXIC
2023-03-07,11670.98046875,11705.9599609375,11512.0302734375,11530.330078125,5422820000,0,^IXIC
2023-03-08,11553.08984375,11601.23046875,11487.75,11576.0,5085970000,0,^IXIC
2023-03-09,11578.3095703125,11667.1201171875,11319.98046875,11338.349609375,5061790000,0,^IXIC
2023-03-10,11325.3603515625,11373.8095703125,11093.8603515625,11138.8896484375,6193500000,0,^IXIC
2023-03-13,11041.4599609375,11326.73046875,10982.7998046875,11188.83984375,6201490000,0,^IXIC
2023-03-14,11357.73046875,11467.01953125,11284.9296875,11428.150390625,5533120000,0,^IXIC
2023-03-15,11291.169921875,11447.900390625,11238.4404296875,11434.0498046875,5912430000,0,^IXIC
2023-03-16,11384.8701171875,11733.7998046875,11365.490234375,11717.2802734375,5498920000,0,^IXIC
2023-03-17,11696.33984375,11773.1103515625,11562.6298828125,11630.509765625,7903090000,0,^IXIC
2023-03-20,11614.3896484375,11695.5498046875,11550.6904296875,11675.5400390625,4970630000,0,^IXIC
2023-03-21,11764.7900390625,11879.16015625,11724.91015625,11860.1103515625,4829870000,0,^IXIC
2023-03-22,11857.5,12013.990234375,11666.849609375,11669.9599609375,4981590000,0,^IXIC
2023-03-23,11811.3203125,11962.6904296875,11684.51953125,11787.400390625,4917460000,0,^IXIC
2023-03-24,11747.6201171875,11826.23046875,11670.669921875,11823.9599609375,4363650000,0,^IXIC
2023-03-27,11868.5400390625,11903.2099609375,11739.0498046875,11768.83984375,4330320000,0,^IXIC
2023-03-28,11752.759765625,11752.759765625,11635.0302734375,11716.080078125,4036910000,0,^IXIC
2023-03-29,11855.58984375,11941.599609375,11823.349609375,11926.240234375,4493540000,0,^IXIC
2023-03-30,12010.4501953125,12044.7900390625,11953.3701171875,12013.4697265625,4738880000,0,^IXIC
2023-03-31,12031.5400390625,12227.9296875,12030.4404296875,12221.91015625,5521150000,0,^IXIC
2023-04-03,12146.08984375,12196.33984375,12086.51953125,12189.4501953125,4816440000,0,^IXIC
2023-04-04,12208.490234375,12224.6796875,12081.8095703125,12126.330078125,4298760000,0,^IXIC
2023-04-05,12081.759765625,12086.75,11931.849609375,11996.8603515625,4378590000,0,^IXIC
2023-04-06,11939.080078125,12098.5,11898.3603515625,12087.9599609375,3862800000,0,^IXIC
2023-04-10,11975.1298828125,12084.9501953125,11924.2001953125,12084.3603515625,4334070000,0,^IXIC
2023-04-11,12080.240234375,12091.26953125,12011.400390625,12031.8798828125,4676960000,0,^IXIC
2023-04-12,12110.8701171875,12134.5,11916.5400390625,11929.33984375,4909770000,0,^IXIC
2023-04-13,11997.419921875,12178.7998046875,11995.9404296875,12166.26953125,4942990000,0,^IXIC
2023-04-14,12117.91015625,12205.7197265625,12026.5498046875,12123.4697265625,4655740000,0,^IXIC
2023-04-17,12108.23046875,12159.01953125,12064.099609375,12157.7197265625,4823180000,0,^IXIC
2023-04-18,12234.5595703125,12245.4296875,12110.23046875,12153.41015625,4851810000,0,^IXIC
2023-04-19,12063.6796875,12191.099609375,12060.169921875,12157.23046875,4972700000,0,^IXIC
2023-04-20,12039.080078125,12155.9599609375,12011.9501953125,12059.5595703125,4590530000,0,^IXIC
2023-04-21,12046.0302734375,12097.150390625,11986.8203125,12072.4599609375,4868050000,0,^IXIC
2023-04-24,12053.4697265625,12103.580078125,11960.2998046875,12037.2001953125,4854050000,0,^IXIC
2023-04-25,11968.8095703125,11990.4599609375,11798.76953125,11799.16015625,4806020000,0,^IXIC
2023-04-26,11913.23046875,11967.990234375,11833.0703125,11854.349609375,5281970000,0,^IXIC
2023-04-27,11972.150390625,12154.009765625,11950.919921875,12142.240234375,5253710000,0,^IXIC
2023-04-28,12117.5400390625,12227.7197265625,12082.5703125,12226.580078125,5331380000,0,^IXIC
2023-05-01,12210.0498046875,12261.3203125,12181.080078125,12212.599609375,5168430000,0,^IXIC
2023-05-02,12198.01953125,12206.580078125,12015.23046875,12080.509765625,5501410000,0,^IXIC
2023-05-03,12097.0400390625,12212.5498046875,12022.4599609375,12025.330078125,5782160000,0,^IXIC
2023-05-04,11997.33984375,12033.150390625,11925.3701171875,11966.400390625,4745780000,0,^IXIC
2023-05-05,12073.0302734375,12264.830078125,12065.7197265625,12235.41015625,4574790000,0,^IXIC
2023-05-08,12231.6796875,12264.990234375,12178.259765625,12256.919921875,4216360000,0,^IXIC
2023-05-09,12195.7802734375,12216.1298828125,12174.0595703125,12179.5498046875,4126780000,0,^IXIC
2023-05-10,12286.66015625,12337.6904296875,12180.8603515625,12306.4404296875,4948260000,0,^IXIC
2023-05-11,12321.259765625,12347.3798828125,12255.4404296875,12328.509765625,4489490000,0,^IXIC
2023-05-12,12350.51953125,12364.650390625,12209.580078125,12284.740234375,4170000000,0,^IXIC
2023-05-15,12301.169921875,12376.400390625,12263.349609375,12365.2099609375,3979290000,0,^IXIC
2023-05-16,12327.0498046875,12403.8095703125,12324.51953125,12343.0498046875,4067510000,0,^IXIC
2023-05-17,12388.580078125,12514.0703125,12335.01953125,12500.5703125,4501820000,0,^IXIC
2023-05-18,12513.8701171875,12698.5,12512.259765625,12688.83984375,4532890000,0,^IXIC
2023-05-19,12709.4599609375,12731.73046875,12624.0595703125,12657.900390625,3935780000,0,^IXIC
2023-05-22,12664.4404296875,12756.23046875,12655.259765625,12720.7802734375,4278920000,0,^IXIC
2023-05-23,12652.8798828125,12709.740234375,12554.4296875,12560.25,4347440000,0,^IXIC
2023-05-24,12481.8896484375,12529.6298828125,12415.849609375,12484.16015625,4088270000,0,^IXIC
2023-05-25,12706.4404296875,12736.919921875,12604.8896484375,12698.08984375,4651640000,0,^IXIC
2023-05-26,12736.419921875,13001.91015625,12729.740234375,12975.6904296875,4434070000,0,^IXIC
2023-05-30,13109.099609375,13154.2900390625,12968.1201171875,13017.4296875,4843470000,0,^IXIC
2023-05-31,12968.3798828125,13029.080078125,12889.3701171875,12935.2900390625,5905760000,0,^IXIC
2023-06-01,12944.4599609375,13141.830078125,12903.6298828125,13100.98046875,4610310000,0,^IXIC
2023-06-02,13190.48046875,13256.2099609375,13125.8603515625,13240.76953125,4426760000,0,^IXIC
2023-06-05,13238.48046875,13330.650390625,13194.9501953125,13229.4296875,4344280000,0,^IXIC
2023-06-06,13199.58984375,13306.2099609375,13165.650390625,13276.419921875,4810910000,0,^IXIC
2023-06-07,13295.259765625,13361.900390625,13089.48046875,13104.900390625,5270600000,0,^IXIC
2023-06-08,13113.26953125,13248.599609375,13101.1796875,13238.51953125,4280160000,0,^IXIC
2023-06-09,13312.3896484375,13385.9501953125,13229.330078125,13259.1396484375,4412710000,0,^IXIC
2023-06-12,13326.3701171875,13465.91015625,13302.580078125,13461.919921875,4722680000,0,^IXIC
2023-06-13,13566.5302734375,13594.400390625,13473.1904296875,13573.3203125,5522100000,0,^IXIC
2023-06-14,13570.5595703125,13661.740234375,13455.990234375,13626.48046875,5772550000,0,^IXIC
2023-06-15,13572.8798828125,13828.169921875,13561.3701171875,13782.8203125,5667520000,0,^IXIC
2023-06-16,13859.0703125,13864.0595703125,13680.9501953125,13689.5703125,8076530000,0,^IXIC
2023-06-20,13642.2900390625,13711.1796875,13561.83984375,13667.2900390625,5237710000,0,^IXIC
2023-06-21,13620.8701171875,13638.5703125,13460.9404296875,13502.2001953125,5194640000,0,^IXIC
2023-06-22,13443.41015625,13631.849609375,13441.5595703125,13630.6103515625,4499550000,0,^IXIC
2023-06-23,13484.099609375,13572.1904296875,13442.650390625,13492.51953125,7734500000,0,^IXIC
2023-06-26,13468.740234375,13573.5703125,13334.419921875,13335.7802734375,4430600000,0,^IXIC
2023-06-27,13389.25,13578.7998046875,13366.9697265625,13555.669921875,5053660000,0,^IXIC
2023-06-28,13506.01953125,13654.1396484375,13495.73046875,13591.75,4533270000,0,^IXIC
2023-06-29,13592.3603515625,13618.5302734375,13540.259765625,13591.330078125,4388140000,0,^IXIC
2023-01-03,3853.2900390625,3878.4599609375,3794.330078125,3824.139892578125,3959140000,0,^GSPC
2023-01-04,3840.360107421875,3873.159912109375,3815.77001953125,3852.969970703125,4414080000,0,^GSPC
2023-01-05,3839.739990234375,3839.739990234375,3802.419921875,3808.10009765625,3893450000,0,^GSPC
2023-01-06,3823.3701171875,3906.18994140625,3809.56005859375,3895.080078125,3923560000,0,^GSPC
2023-01-09,3910.820068359375,3950.570068359375,3890.419921875,3892.090087890625,4311770000,0,^GSPC
2023-01-10,3888.570068359375,3919.830078125,3877.2900390625,3919.25,3851030000,0,^GSPC
2023-01-11,3932.35009765625,3970.070068359375,3928.5400390625,3969.610107421875,4303360000,0,^GSPC
2023-01-12,3977.570068359375,3997.760009765625,3937.56005859375,3983.169921875,4440260000,0,^GSPC
2023-01-13,3960.60009765625,4003.949951171875,3947.669921875,3999.090087890625,3939700000,0,^GSPC
2023-01-17,3999.280029296875,4015.389892578125,3984.570068359375,3990.969970703125,4235560000,0,^GSPC
2023-01-18,4002.25,4014.159912109375,3926.590087890625,3928.860107421875,4298710000,0,^GSPC
2023-01-19,3911.840087890625,3922.93994140625,3885.5400390625,3898.85009765625,3991500000,0,^GSPC
2023-01-20,3909.0400390625,3972.9599609375,3897.860107421875,3972.610107421875,4013360000,0,^GSPC
2023-01-23,3978.139892578125,4039.31005859375,3971.639892578125,4019.81005859375,3945210000,0,^GSPC
2023-01-24,4001.739990234375,4023.919921875,3989.7900390625,4016.949951171875,3320430000,0,^GSPC
2023-01-25,3982.7099609375,4019.550048828125,3949.06005859375,4016.219970703125,3724020000,0,^GSPC
2023-01-26,4036.080078125,4061.570068359375,4013.2900390625,4060.429931640625,3809590000,0,^GSPC
2023-01-27,4053.719970703125,4094.2099609375,4048.699951171875,4070.56005859375,3907760000,0,^GSPC
2023-01-30,4049.27001953125,4063.85009765625,4015.550048828125,4017.77001953125,3802000000,0,^GSPC
2023-01-31,4020.85009765625,4077.159912109375,4020.43994140625,4076.60009765625,4679320000,0,^GSPC
2023-02-01,4070.070068359375,4148.9501953125,4037.199951171875,4119.2099609375,4856930000,0,^GSPC
2023-02-02,4158.68017578125,4195.43994140625,4141.8798828125,4179.759765625,5624360000,0,^GSPC
2023-02-03,4136.68994140625,4182.35986328125,4123.35986328125,4136.47998046875,4694510000,0,^GSPC
2023-02-06,4119.56982421875,4124.6298828125,4093.3798828125,4111.080078125,4114240000,0,^GSPC
2023-02-07,4105.35009765625,4176.5400390625,4088.389892578125,4164.0,4355860000,0,^GSPC
2023-02-08,4153.47021484375,4156.85009765625,4111.669921875,4117.85986328125,4029820000,0,^GSPC
2023-02-09,4144.25,4156.22998046875,4069.669921875,4081.5,4270200000,0,^GSPC
2023-02-10,4068.919921875,4094.360107421875,4060.7900390625,4090.4599609375,3891520000,0,^GSPC
2023-02-13,4096.6201171875,4138.89990234375,4092.669921875,4137.2900390625,3448620000,0,^GSPC
2023-02-14,4126.7001953125,4159.77001953125,4095.010009765625,4136.1298828125,3929200000,0,^GSPC
2023-02-15,4119.5,4148.10986328125,4103.97998046875,4147.60009765625,4075980000,0,^GSPC
2023-02-16,4114.75,4136.5400390625,4089.489990234375,4090.409912109375,4143660000,0,^GSPC
2023-02-17,4077.389892578125,4081.510009765625,4047.949951171875,4079.090087890625,4045480000,0,^GSPC
2023-02-21,4052.35009765625,4052.35009765625,3995.18994140625,3997.340087890625,4121590000,0,^GSPC
2023-02-22,4001.830078125,4017.3701171875,3976.89990234375,3991.050048828125,4079320000,0,^GSPC
2023-02-23,4018.60009765625,4028.300048828125,3969.18994140625,4012.320068359375,3952940000,0,^GSPC
2023-02-24,3973.239990234375,3978.25,3943.080078125,3970.0400390625,3877700000,0,^GSPC
2023-02-27,3992.360107421875,4018.050048828125,3973.550048828125,3982.239990234375,3836950000,0,^GSPC
2023-02-28,3977.18994140625,3997.5,3968.97998046875,3970.14990234375,5043400000,0,^GSPC
2023-03-01,3963.340087890625,3971.72998046875,3939.050048828125,3951.389892578125,4249480000,0,^GSPC
2023-03-02,3938.679931640625,3990.840087890625,3928.159912109375,3981.35009765625,4244900000,0,^GSPC
2023-03-03,3998.02001953125,4048.2900390625,3995.169921875,4045.639892578125,4084730000,0,^GSPC
2023-03-06,4055.14990234375,4078.489990234375,4044.610107421875,4048.419921875,4000870000,0,^GSPC
2023-03-07,4048.260009765625,4050.0,3980.31005859375,3986.3701171875,3922500000,0,^GSPC
2023-03-08,3987.550048828125,4000.409912109375,3969.760009765625,3992.010009765625,3535570000,0,^GSPC
2023-03-09,3998.659912109375,4017.81005859375,3908.699951171875,3918.320068359375,4445260000,0,^GSPC
