BERT_PCA_0,BERT_PCA_1,BERT_PCA_2,BERT_PCA_3,BERT_PCA_4,BERT_PCA_5,BERT_PCA_6,BERT_PCA_7,BERT_PCA_8,BERT_PCA_9,BERT_PCA_10,BERT_PCA_11,BERT_PCA_12,BERT_PCA_13,BERT_PCA_14,BERT_PCA_15,BERT_PCA_16,BERT_PCA_17,BERT_PCA_18,BERT_PCA_19,BERT_PCA_20,BERT_PCA_21,BERT_PCA_22,BERT_PCA_23,BERT_PCA_24,BERT_PCA_25,BERT_PCA_26,BERT_PCA_27,BERT_PCA_28,BERT_PCA_29,BERT_PCA_30,BERT_PCA_31,BERT_PCA_32,BERT_PCA_33,BERT_PCA_34,BERT_PCA_35,BERT_PCA_36,BERT_PCA_37,BERT_PCA_38,BERT_PCA_39,BERT_PCA_40,BERT_PCA_41,Company
3.3968329959813515,3.1826252082999926,2.5742957186212996,-0.23142396828217218,-0.4279653408692568,0.14944628919861375,-2.634257736014166,0.6900232098550205,0.2949040983688386,-0.8520174344592152,0.1472682197992698,0.4137003846265531,0.3861528180244605,0.05461087657348066,0.21444911499680372,-0.6716593629433228,0.07095536320178304,0.4575534973101418,0.220502729280212,-0.40392864752629004,-0.04657241224345862,0.21359596126977792,-0.5451312218740374,0.7203858739597047,0.36414377610063586,-0.051558239157601736,0.20741020456473738,0.4701794095270448,-0.548201993506567,0.11895886599824439,-0.2701375919523859,0.30320242042999035,0.2537034291214743,0.2440341393124513,-0.34340977169712,-0.0485438560282289,-0.08089467650495479,-0.4816933124864833,0.17343552359650882,-0.5440063793012127,-0.0002602501966380323,-0.3082968503944182,A
3.047852732261929,-0.33067173179529047,1.068491606587769,-0.3995353844675321,0.13479525758643593,-0.6434170504589979,0.7271638662016443,0.28834291231688297,-0.8759213861098066,-0.33446930598032293,0.1260492222818232,-0.34493532425426177,-0.2422366619929758,-0.22147356584046635,-0.37711324376811023,-0.08281623272499387,0.07564354980308763,0.21542742103883106,0.09649841032786939,0.1981779921983019,-0.13977764600933895,0.38728607550092314,0.18196698928569524,0.013306477364851826,-0.024683769046560257,0.28671942351452967,0.0609047321606861,-0.0847184192086571,0.01277890800346822,0.09827937881495073,0.1710768233768846,-0.15860925995921402,-0.0813079153226864,0.006443618164798562,-0.12512969252749734,0.08549904526074817,0.1827607379055426,-0.10586072819984278,-0.17565763378848034,-0.01121859248639449,-0.07799016358050535,0.10264794045708818,AAGH
2.5727354359750283,1.3029350715969217,-0.9919485352895594,-0.868848433745561,-0.5064524210781417,-0.7355624553720916,-0.036405443184687906,0.36056776862027684,0.6293746829388864,-0.009019546908886076,0.5136640583814115,0.24984021451074945,-0.18168406127257858,0.21351217818147694,0.0007571481141831534,-0.2984042647135636,-0.03313413613867722,0.44128686002703105,-0.45128278803439226,0.05968737611003692,-0.4482883920794173,0.356046973908812,0.030219641609382245,-0.040728131089965106,-0.36789629078269276,0.05527881621820512,0.5119660100034622,0.05237955217901486,0.18149991426196355,-0.06276162489137756,-0.29409553681212647,-0.3329497909672309,-0.20288086110702777,-0.376676585927479,0.08161744386276377,0.07355677191386464,-0.10549538548110246,-0.01088517724120237,-0.057485344417956656,0.1949007299617125,-0.3620029617795164,0.26531049479155666,AAPI
2.7769400232514894,-1.6549428170517966,-1.1092504689108802,0.3807325712403786,0.8200602018484916,1.1324466745102173,0.2983764180436575,-0.7326382593912352,0.8001887723267632,-0.24224732943819025,0.08174262386426819,-0.34746237603439584,0.01006629426376479,-0.9793867521852837,0.3468202311530997,-0.26918661988143194,0.02471127923035929,-0.6868058664840894,-0.2497335991462445,0.1545238267731594,0.5910510513987516,-0.2051503785408085,0.4402839839282155,0.13598627836326374,0.2276848068677058,-0.431495600496726,-0.6045771271576705,0.12321978195660775,0.05626815322251931,0.45433689531118515,-0.08989693654710527,-0.2324534649330508,0.07237084791114774,0.12813814265097362,0.03276925707770199,0.2279149678767892,-0.3395892216769108,0.1067064560246946,0.18585331824633602,-0.21878199689499092,-0.1592542443555906,-0.05330816488461418,AAPL
-7.3936332511087075,-0.036753566608347,0.32247870631493547,-0.9693823258191097,0.725022588248864,-0.17910555726485838,-0.15299061092428828,-0.6523746699049033,0.5130772375861905,0.0024891345165128443,-0.4007155837964169,-0.21898689420681863,-0.054872652951082325,-0.0033564560311941717,-0.26663153161782865,-0.21902316600481955,0.03377367806113867,-0.05378632944376214,0.3734565454191122,-0.279249824411507,0.36016425230162835,-0.04371102587440099,-0.1239546013294084,0.02063803094356047,0.03551802060809812,-0.10066334786059723,-0.1754978430928092,-0.3506975556086471,-0.14206812707209185,0.17921714258409172,0.08106028605774325,0.12516410902140318,0.14882465184855947,-0.3680415518237448,-0.0038906666521554005,0.23342669175843264,0.29300439169022047,0.01766611613262773,-0.1725492123222069,0.2679233974997563,0.06317245401789558,-0.2909301727771615,AAQL
-6.526982997269557,0.10859972577419894,0.7047320099371142,0.15225962287795955,-0.306510939413472,0.1527917106547219,-0.12783961133119115,-0.3142224638874247,0.9298741736480027,0.1410564456110312,-0.189202410820371,-0.4837632795035816,-0.9033645261122418,-0.25548653127752696,0.3314741889512827,0.2753409183509878,-0.8123843537743122,0.2940463264496912,0.7317669002477423,-0.4978283382230203,0.4261394196164206,0.6566551595214177,0.16667383443508957,-0.22595593637509706,0.03354685882196114,-0.39486293357980357,0.027147421347891783,-0.8253992660287435,-0.06989983773885602,0.11664435774941244,0.21275881927899665,-0.4294438718312255,0.33064526668360333,-0.44184010132810364,-0.006115834605721742,0.4429657523522891,0.07223916524615595,-0.16595590595014537,-0.03021566201278376,0.40418225385360235,0.10236416140290534,-0.17548475401906108,ABAT
3.391650448970413,-1.3296619999527615,0.9974158240588472,0.8764025744191279,-0.11488398887354173,-1.8516768996699378,0.2144772092053214,0.30752037812958366,0.37181683744862176,0.10371064294099212,-0.5339167809487096,0.5137240202687331,-0.42590830847747646,0.3163145639387769,-0.39991842466121763,0.07022100755301443,0.24653195219473817,-0.08121821676495165,-0.38838455904818475,-0.088684976330639,0.2681959458385888,0.13765854787529763,0.3664462040942914,0.16109801881053326,-0.2968423872752633,-0.298747103065063,-0.18909242321824926,0.2826978178645596,-0.08683032828386711,0.27947656834826706,0.10355048450515188,0.24167517902334454,-0.1643171087193105,0.3471401993015149,0.037574395005167,-0.14742425409985363,-0.28335664892496104,0.08127434520196242,-0.07465510215768582,-0.05431093140285557,0.1839505998375831,-0.10152322010369258,ABM
-6.773593279104726,0.29645654793088744,1.0368647585558672,0.10746656549020972,-0.17495115648253118,-0.13292857355785945,0.08764061666108221,-0.4330964709177263,0.15928118305830805,-0.06917322122110373,-0.18615100329511056,-0.1490658263661896,-0.03835699635995582,-0.4127273226172228,1.0400262846271264,0.4597656865643994,-0.3034590365423964,-0.5645461090145089,0.7891109294201287,0.0974304398206224,0.21544515760330893,0.5636824560823649,0.15473938855017025,-0.17677584220089984,-0.07820071352710178,0.05980590454483465,0.1738604735416964,0.5579239426357953,-0.49211222691136114,0.27634259883099177,-0.14770757235844464,-0.3565187462600509,-0.09565201963507529,0.1250257493533505,-0.24258098811863013,0.005387787371217662,0.4492595342383372,0.17721583437829636,-0.25223095665257717,0.18662450315720855,-0.3485125987490005,-0.3187678153934176,ABQQ
-7.434366408234759,0.6019515759100567,-0.006478152258542217,0.03766988195820675,0.539325332116432,-0.24396811776998212,-0.13608765430806896,0.10161548548534022,-0.4263966326773895,-0.11449431076031355,0.22962626206860007,0.2683640498303881,0.861900750939942,-0.005245754367999591,-0.45457823526518737,-0.2971132796176186,0.019737975170109667,-0.497101066678431,-0.06795919243589711,-0.09688765394896669,-0.12262357900542661,-0.0016025112238558183,-0.42185369317878124,-0.2996672786187913,0.12620523483107218,0.2326147978576733,0.062092029928335415,0.056208448233220354,0.12986545039393124,-0.2692847416100947,0.3708935721239746,0.2690132146475549,-0.33227384439795266,-0.12163245602737438,0.1944972251149272,0.4385497356414249,-0.05871876104058752,0.20701344456153753,-0.0919380450418755,0.13872533436920678,0.48179740914648195,-0.13713554620583712,ABTI
-4.702012607607198,-0.26665451134918655,-0.15705914416334754,0.7203921158210699,-1.5774942310120195,0.7923706421483396,0.4225313837968513,1.4564552682788707,-0.6318246745915502,-0.032424213692918195,0.6399377258751651,0.2098215610999521,0.1848497551522087,0.4173500416012001,0.025128991329447375,-0.17808242783158562,-0.056972122379652955,-0.10007874346003913,0.08159392690001671,0.6399735537886353,0.3266281020048725,-0.07203910163767831,-0.32543754120407214,0.3697658588398901,0.7029148465721629,0.2784270791260196,0.6350263951483598,-0.1709929528952939,-0.09614500649121346,0.09931386910185584,0.07931769842838139,0.4919788709601265,-0.10423313775801192,0.2288639226999764,0.0024261504596191394,0.1201117433074439,-0.23209225939211353,0.7151208439766973,0.3686481415735576,0.3052471192940531,-0.34853425472746,0.07460265328552891,ACAN
